case_id,fir_number,case_type,case_category,registration_date,incident_date,incident_location_id,police_station,jurisdiction,case_status,investigating_unit,source_document_id,confidence_score,created_at,updated_at
C00396,FIR/2024/3450,Criminal,Fraud,2024-07-27,2024-07-27,L00087,Lucknow Central Police Station,Nagpur,Closed,Economic Offences Unit,DOC01399,0.92,2025-01-29 05:40:34,2025-02-11 16:40:34
C00397,FIR/2024/2430,Cyber,Extortion,2024-08-29,2024-08-20,L00596,Pune Central Police Station,Hyderabad,Closed,Economic Offences Unit,DOC02594,0.81,2024-11-28 14:08:35,2025-12-22 08:54:09
C00398,FIR/2025/6908,Criminal,Vehicle Theft,2025-10-28,2025-10-03,L01339,Lucknow Central Police Station,Lucknow,Closed,Economic Offences Unit,DOC02491,0.83,2025-05-10 19:41:53,2026-04-05 09:43:53
C00399,FIR/2024/3391,Economic,Assault,2024-07-06,2024-06-28,L00542,Gwalior Central Police Station,Kanpur,Closed,Local Police,DOC01142,0.84,2025-04-16 14:54:05,2025-05-15 03:54:05
C00400,FIR/2025/1191,Criminal,Extortion,2025-06-28,2025-06-04,L00459,Hyderabad Central Police Station,Jaipur,Under Investigation,Crime Branch,DOC02610,0.93,2025-07-06 08:04:57,2025-07-21 03:04:57
C00401,FIR/2026/4899,Economic,Smuggling,2026-06-03,2026-05-19,L00291,Nagpur Central Police Station,Mumbai,Under Investigation,Cyber Cell,DOC00783,0.84,2024-04-02 02:21:53,2024-11-18 16:51:04
C00402,FIR/2024/8962,Organized Crime,Robbery,2024-07-04,2024-06-26,L00129,Delhi Central Police Station,Dewas,Open,Economic Offences Unit,DOC01504,0.94,2024-09-12 17:56:15,2025-07-24 03:16:40
C00403,FIR/2024/1617,Organized Crime,Burglary,2024-11-29,2024-11-21,L01693,Gurugram Central Police Station,Hyderabad,Pending Trial,Economic Offences Unit,DOC00838,0.97,2025-04-25 12:04:00,2025-07-19 23:56:17
C00404,FIR/2024/9211,Criminal,Forgery,2024-05-18,2024-05-02,L02249,Dewas Central Police Station,Lucknow,Under Investigation,Crime Branch,DOC00046,0.84,2026-08-26 20:49:41,2026-09-04 14:49:41
C00405,FIR/2025/1782,Economic,Burglary,2025-09-16,2025-09-04,L01679,Hyderabad Central Police Station,Kanpur,Under Investigation,Local Police,DOC02112,0.84,2025-04-23 20:23:06,2026-02-09 10:02:49
C00406,FIR/2024/9564,Cyber,Forgery,2024-10-15,2024-09-25,L02323,Mumbai Central Police Station,Gurugram,Open,Cyber Cell,DOC00431,0.91,2024-06-07 15:49:31,2025-06-01 18:48:45
C00407,FIR/2026/4962,Economic,Robbery,2026-07-14,2026-06-18,L00843,Bhopal Central Police Station,Vadodara,Open,Economic Offences Unit,DOC01758,0.81,2024-12-24 02:11:16,2025-07-03 15:08:49
C00408,FIR/2026/6704,Economic,Vehicle Theft,2026-05-05,2026-04-11,L01898,Gurugram Central Police Station,Jaipur,Closed,Local Police,DOC00096,0.92,2025-04-25 15:46:53,2026-07-13 18:52:51
C00409,FIR/2026/3722,Criminal,Fraud,2026-02-13,2026-02-09,L01150,Bengaluru Central Police Station,Jabalpur,Under Investigation,Cyber Cell,DOC00442,0.86,2026-03-16 22:12:53,2026-03-18 22:12:53
C00410,FIR/2025/3267,Cyber,Cybercrime,2025-02-08,2025-02-08,L00792,Bengaluru Central Police Station,Ahmedabad,Under Investigation,Economic Offences Unit,DOC01799,0.94,2024-10-06 12:44:54,2026-02-15 22:55:10
C00411,FIR/2025/7461,Organized Crime,Smuggling,2025-12-12,2025-12-04,L01958,Gurugram Central Police Station,Gwalior,Pending Trial,Local Police,DOC02966,0.93,2025-02-28 16:58:09,2025-05-30 02:16:08
C00412,FIR/2026/3536,Criminal,Money Laundering,2026-04-23,2026-04-18,L00153,Kota Central Police Station,Indore,Pending Trial,Cyber Cell,DOC01496,0.91,2024-08-12 17:05:38,2024-12-28 05:30:19
C00413,FIR/2025/4102,Criminal,Illegal Gambling,2025-07-03,2025-06-26,L02244,Hyderabad Central Police Station,Surat,Closed,Cyber Cell,DOC01449,0.93,2024-10-05 07:49:44,2024-10-18 02:49:44
C00414,FIR/2024/2745,Organized Crime,Money Laundering,2024-09-25,2024-08-26,L02425,Pune Central Police Station,Gwalior,Open,Local Police,DOC02814,0.84,2025-06-30 13:29:18,2026-07-26 13:15:29
C00415,FIR/2026/0657,Criminal,Forgery,2026-05-08,2026-04-28,L01956,Indore Central Police Station,Kota,Open,Cyber Cell,DOC00210,0.89,2024-11-25 16:30:07,2025-05-15 20:30:25
C00416,FIR/2025/1773,Cyber,Vehicle Theft,2025-09-22,2025-09-16,L01535,Jabalpur Central Police Station,Surat,Closed,Economic Offences Unit,DOC02920,0.89,2026-08-16 18:55:34,2026-09-04 23:59:59
C00417,FIR/2025/8727,Criminal,Assault,2025-03-08,2025-02-07,L00410,Mumbai Central Police Station,Delhi,Pending Trial,Local Police,DOC01641,0.88,2026-04-07 05:35:50,2026-04-17 16:35:50
C00418,FIR/2024/6171,Cyber,Extortion,2025-01-05,2024-12-20,L02099,Vadodara Central Police Station,Ujjain,Open,Local Police,DOC02723,0.82,2025-05-10 07:59:37,2025-05-13 16:59:37
C00419,FIR/2026/2773,Cyber,Fraud,2026-08-06,2026-07-08,L01686,Surat Central Police Station,Mumbai,Under Investigation,Local Police,DOC01953,0.97,2026-01-14 02:04:42,2026-01-19 08:04:42
C00420,FIR/2025/8828,Organized Crime,Cybercrime,2025-12-29,2025-11-29,L01248,Jaipur Central Police Station,Indore,Open,Cyber Cell,DOC01735,0.85,2024-09-15 08:31:48,2026-07-20 20:47:03
C00421,FIR/2026/1748,Organized Crime,Extortion,2026-05-25,2026-05-12,L00144,Jabalpur Central Police Station,Vadodara,Open,Cyber Cell,DOC00427,0.94,2024-06-21 09:02:43,2026-01-25 15:18:27
C00422,FIR/2024/9060,Organized Crime,Extortion,2024-02-11,2024-02-10,L01266,Hyderabad Central Police Station,Mumbai,Open,Crime Branch,DOC01030,0.88,2024-01-19 04:09:31,2024-01-20 04:09:31
C00423,FIR/2024/5568,Cyber,Forgery,2024-03-19,2024-03-18,L01893,Jaipur Central Police Station,Ujjain,Open,Economic Offences Unit,DOC00019,0.84,2025-02-02 07:12:37,2025-07-15 04:39:56
C00424,FIR/2025/5576,Cyber,Illegal Gambling,2026-01-04,2025-12-07,L02056,Lucknow Central Police Station,Nagpur,Under Investigation,Crime Branch,DOC00278,0.94,2025-02-08 02:31:58,2025-11-09 00:47:54
C00425,FIR/2026/0066,Cyber,Smuggling,2026-03-02,2026-02-01,L00004,Vadodara Central Police Station,Gwalior,Open,Crime Branch,DOC01598,0.95,2024-06-15 05:52:11,2024-07-11 08:52:11
C00426,FIR/2026/7012,Organized Crime,Cybercrime,2026-02-28,2026-02-04,L01574,Bengaluru Central Police Station,Lucknow,Pending Trial,Local Police,DOC02735,0.95,2026-02-15 01:06:43,2026-03-10 05:06:43
C00427,FIR/2024/5769,Cyber,Smuggling,2024-03-10,2024-03-10,L02395,Hyderabad Central Police Station,Kota,Under Investigation,Crime Branch,DOC02375,0.95,2026-01-04 13:54:46,2026-02-09 13:07:25
C00428,FIR/2025/2781,Organized Crime,Fraud,2025-06-29,2025-06-13,L00640,Ahmedabad Central Police Station,Jabalpur,Open,Economic Offences Unit,DOC00647,0.87,2026-04-02 03:47:03,2026-04-15 16:47:03
C00429,FIR/2025/8754,Economic,Forgery,2025-09-03,2025-09-03,L01132,Kota Central Police Station,Gwalior,Open,Economic Offences Unit,DOC02917,0.91,2024-10-10 04:06:11,2026-06-21 17:48:21
C00430,FIR/2025/3295,Criminal,Robbery,2026-01-11,2025-12-31,L01791,Kanpur Central Police Station,Kanpur,Pending Trial,Cyber Cell,DOC00916,0.82,2026-02-21 17:59:36,2026-03-18 20:59:36
C00431,FIR/2026/7108,Economic,Cybercrime,2026-03-06,2026-02-12,L01788,Bengaluru Central Police Station,Indore,Pending Trial,Cyber Cell,DOC02771,0.87,2026-02-04 21:08:08,2026-02-05 18:36:51
C00432,FIR/2025/4338,Cyber,Money Laundering,2025-04-12,2025-04-08,L00738,Gurugram Central Police Station,Indore,Pending Trial,Local Police,DOC02726,0.92,2025-06-10 05:27:03,2025-06-29 22:27:03
C00433,FIR/2024/9626,Economic,Robbery,2024-07-09,2024-07-04,L02083,Gurugram Central Police Station,Mumbai,Open,Cyber Cell,DOC02040,0.93,2026-06-07 14:29:30,2026-06-19 20:29:30
C00434,FIR/2024/5976,Organized Crime,Illegal Gambling,2024-07-11,2024-07-07,L00389,Bengaluru Central Police Station,Mumbai,Closed,Cyber Cell,DOC00335,0.93,2025-04-05 22:22:46,2025-04-22 20:22:46
C00435,FIR/2024/6768,Criminal,Smuggling,2024-09-21,2024-08-23,L00072,Lucknow Central Police Station,Pune,Pending Trial,Cyber Cell,DOC01753,0.86,2025-04-04 18:36:59,2025-05-03 23:36:59
C00436,FIR/2024/5344,Economic,Illegal Gambling,2024-01-23,2024-01-21,L01271,Lucknow Central Police Station,Dewas,Under Investigation,Local Police,DOC00894,0.98,2024-08-13 17:12:23,2024-09-09 00:12:23
C00437,FIR/2026/4668,Economic,Cybercrime,2026-07-16,2026-07-07,L02099,Lucknow Central Police Station,Delhi,Pending Trial,Cyber Cell,DOC01642,0.84,2024-10-01 14:10:34,2025-11-19 19:11:36
C00438,FIR/2025/7024,Criminal,Vehicle Theft,2025-12-03,2025-11-14,L01237,Bhopal Central Police Station,Bengaluru,Closed,Crime Branch,DOC01231,0.89,2025-03-02 00:24:11,2026-03-27 08:33:42
C00439,FIR/2025/0497,Organized Crime,Robbery,2026-01-20,2025-12-26,L01988,Gwalior Central Police Station,Ujjain,Pending Trial,Cyber Cell,DOC00668,0.94,2025-07-01 18:11:05,2025-07-02 04:11:05
C00440,FIR/2025/8797,Economic,Smuggling,2026-01-15,2025-12-23,L01960,Pune Central Police Station,Delhi,Closed,Crime Branch,DOC00468,0.91,2025-03-14 16:12:11,2026-07-08 23:06:44
C00441,FIR/2026/9011,Organized Crime,Vehicle Theft,2026-06-06,2026-06-05,L01796,Pune Central Police Station,Jabalpur,Under Investigation,Local Police,DOC01347,0.88,2025-06-28 21:58:08,2025-07-07 10:58:08
C00442,FIR/2025/1799,Economic,Vehicle Theft,2025-10-17,2025-10-08,L00322,Indore Central Police Station,Jaipur,Open,Economic Offences Unit,DOC02535,0.85,2024-11-15 11:26:25,2024-11-29 09:26:25
C00443,FIR/2024/8675,Cyber,Forgery,2024-12-30,2024-12-09,L00371,Delhi Central Police Station,Gurugram,Closed,Cyber Cell,DOC01090,0.94,2025-08-14 14:36:56,2025-09-09 20:36:56
C00444,FIR/2024/7597,Organized Crime,Money Laundering,2024-06-29,2024-06-27,L02495,Gwalior Central Police Station,Ahmedabad,Under Investigation,Local Police,DOC01074,0.9,2025-09-21 19:03:27,2025-09-26 15:03:27
C00445,FIR/2024/3238,Economic,Vehicle Theft,2024-05-06,2024-04-09,L01529,Surat Central Police Station,Vadodara,Open,Economic Offences Unit,DOC02683,0.82,2025-07-09 14:09:40,2025-07-10 18:09:40
C00446,FIR/2026/9256,Organized Crime,Assault,2026-02-09,2026-01-17,L01880,Hyderabad Central Police Station,Surat,Closed,Crime Branch,DOC00127,0.91,2024-07-27 19:17:42,2026-08-27 17:23:36
C00447,FIR/2025/1489,Economic,Extortion,2025-07-08,2025-06-11,L00005,Delhi Central Police Station,Vadodara,Open,Cyber Cell,DOC01435,0.83,2025-08-07 18:32:29,2025-10-20 05:54:51
C00448,FIR/2024/2955,Economic,Money Laundering,2024-06-28,2024-06-07,L00100,Jabalpur Central Police Station,Bhopal,Open,Economic Offences Unit,DOC02335,0.88,2024-05-08 15:39:55,2026-07-04 12:01:24
C00449,FIR/2025/7431,Economic,Illegal Gambling,2025-02-21,2025-02-10,L01519,Bhopal Central Police Station,Pune,Closed,Cyber Cell,DOC02800,0.98,2025-12-10 03:57:18,2026-04-13 01:42:59
C00450,FIR/2024/7749,Criminal,Smuggling,2024-03-21,2024-03-05,L02067,Ahmedabad Central Police Station,Delhi,Closed,Crime Branch,DOC00989,0.85,2025-02-12 12:51:30,2026-04-28 08:35:41
C00451,FIR/2024/3083,Cyber,Fraud,2024-07-03,2024-06-15,L01894,Lucknow Central Police Station,Kota,Open,Cyber Cell,DOC00212,0.94,2025-06-06 20:42:30,2025-12-13 17:13:13
C00452,FIR/2024/5104,Organized Crime,Burglary,2024-02-20,2024-02-14,L02035,Delhi Central Police Station,Bhopal,Under Investigation,Economic Offences Unit,DOC00018,0.86,2025-09-20 15:56:04,2026-06-23 04:19:59
C00453,FIR/2025/1762,Cyber,Money Laundering,2025-05-02,2025-04-11,L00958,Jaipur Central Police Station,Bengaluru,Closed,Cyber Cell,DOC01681,0.85,2024-02-17 01:26:58,2024-10-23 22:24:46
C00454,FIR/2024/3042,Economic,Vehicle Theft,2024-10-20,2024-10-07,L00404,Mumbai Central Police Station,Vadodara,Under Investigation,Cyber Cell,DOC01565,0.86,2024-10-01 11:29:22,2024-10-19 09:29:22
C00455,FIR/2026/9619,Cyber,Forgery,2026-04-01,2026-03-04,L01733,Hyderabad Central Police Station,Nagpur,Under Investigation,Economic Offences Unit,DOC01739,0.83,2026-02-02 07:59:08,2026-06-20 11:48:38
C00456,FIR/2025/3753,Economic,Burglary,2025-04-01,2025-03-17,L02039,Surat Central Police Station,Lucknow,Under Investigation,Economic Offences Unit,DOC00498,0.85,2026-02-11 21:41:11,2026-03-08 12:41:11
C00457,FIR/2024/4154,Criminal,Illegal Gambling,2024-04-15,2024-04-09,L00961,Pune Central Police Station,Surat,Open,Crime Branch,DOC02243,0.89,2024-07-29 06:43:58,2024-08-18 16:43:58
C00458,FIR/2024/0252,Cyber,Fraud,2024-06-26,2024-06-15,L01742,Pune Central Police Station,Surat,Pending Trial,Cyber Cell,DOC02862,0.88,2024-01-28 21:56:56,2024-02-28 08:21:07
C00459,FIR/2026/6741,Organized Crime,Robbery,2026-04-29,2026-04-14,L02314,Ahmedabad Central Police Station,Delhi,Closed,Economic Offences Unit,DOC02061,0.96,2024-06-05 00:01:30,2025-04-24 16:34:46
C00460,FIR/2024/1422,Criminal,Robbery,2024-10-15,2024-09-25,L01707,Hyderabad Central Police Station,Gurugram,Closed,Cyber Cell,DOC00697,0.97,2026-01-29 11:17:22,2026-01-30 00:17:22
C00461,FIR/2024/5127,Cyber,Money Laundering,2024-02-03,2024-02-03,L01498,Ahmedabad Central Police Station,Bengaluru,Under Investigation,Local Police,DOC00234,0.93,2026-07-09 16:59:26,2026-08-05 22:59:26
C00462,FIR/2026/4784,Cyber,Forgery,2026-06-05,2026-05-30,L00880,Lucknow Central Police Station,Gurugram,Open,Local Police,DOC01737,0.8,2024-04-30 16:29:49,2025-03-06 22:17:19
C00463,FIR/2025/9316,Economic,Cybercrime,2025-02-02,2025-01-30,L01997,Kota Central Police Station,Nagpur,Open,Cyber Cell,DOC00376,0.95,2024-04-17 19:12:43,2024-10-11 01:07:50
C00464,FIR/2025/1259,Criminal,Extortion,2025-05-23,2025-05-07,L01904,Surat Central Police Station,Surat,Open,Economic Offences Unit,DOC02699,0.87,2025-08-09 17:10:49,2025-08-21 23:10:49
C00465,FIR/2024/9595,Criminal,Money Laundering,2025-01-21,2024-12-25,L00643,Jaipur Central Police Station,Mumbai,Pending Trial,Cyber Cell,DOC00382,0.98,2025-11-02 18:49:26,2025-11-24 15:49:26
C00466,FIR/2026/5601,Cyber,Burglary,2026-04-27,2026-04-12,L00047,Lucknow Central Police Station,Dewas,Pending Trial,Cyber Cell,DOC02306,0.89,2024-08-20 12:45:09,2024-08-24 22:45:09
C00467,FIR/2026/9933,Organized Crime,Assault,2026-07-11,2026-06-28,L01309,Ujjain Central Police Station,Bengaluru,Under Investigation,Crime Branch,DOC01359,0.87,2024-11-21 17:12:17,2025-12-05 15:30:30
C00468,FIR/2025/4307,Organized Crime,Cybercrime,2025-08-18,2025-07-24,L00399,Gurugram Central Police Station,Ahmedabad,Under Investigation,Economic Offences Unit,DOC01580,0.81,2024-08-24 18:25:59,2024-09-10 09:25:59
C00469,FIR/2026/8064,Cyber,Extortion,2026-02-10,2026-02-02,L01023,Dewas Central Police Station,Bhopal,Closed,Local Police,DOC02024,0.84,2024-07-24 17:09:53,2024-07-29 08:09:53
C00470,FIR/2024/6112,Economic,Illegal Gambling,2024-12-28,2024-12-15,L02281,Ahmedabad Central Police Station,Mumbai,Open,Economic Offences Unit,DOC01788,0.9,2024-11-18 12:01:17,2024-12-18 09:01:17
C00471,FIR/2025/3784,Organized Crime,Cybercrime,2025-02-01,2025-01-15,L00180,Nagpur Central Police Station,Ahmedabad,Closed,Cyber Cell,DOC01442,0.9,2024-09-16 07:02:52,2026-06-14 19:13:09
C00472,FIR/2025/9510,Criminal,Burglary,2025-03-21,2025-03-06,L01388,Gwalior Central Police Station,Jabalpur,Under Investigation,Local Police,DOC00120,0.95,2024-07-07 19:20:47,2024-07-23 06:53:24
C00473,FIR/2025/5966,Criminal,Smuggling,2025-01-28,2025-01-05,L02150,Pune Central Police Station,Pune,Closed,Cyber Cell,DOC00726,0.82,2025-06-14 08:42:39,2025-06-22 04:42:39
C00474,FIR/2026/7026,Criminal,Forgery,2026-05-20,2026-05-20,L00173,Bengaluru Central Police Station,Ujjain,Pending Trial,Economic Offences Unit,DOC02363,0.86,2025-10-03 18:41:36,2025-10-31 10:41:36
C00475,FIR/2024/6805,Economic,Forgery,2024-06-12,2024-06-07,L01106,Dewas Central Police Station,Gwalior,Under Investigation,Local Police,DOC00337,0.81,2026-03-13 21:56:36,2026-03-25 23:56:36
C00476,FIR/2025/8918,Criminal,Fraud,2025-02-09,2025-01-20,L02447,Ahmedabad Central Police Station,Gwalior,Closed,Crime Branch,DOC01969,0.94,2024-10-31 20:48:03,2026-07-27 17:07:58
C00477,FIR/2025/8861,Organized Crime,Fraud,2025-10-08,2025-09-14,L01951,Mumbai Central Police Station,Hyderabad,Under Investigation,Cyber Cell,DOC01941,0.98,2024-03-16 14:14:13,2026-01-20 10:42:49
C00478,FIR/2025/3966,Organized Crime,Vehicle Theft,2026-01-11,2025-12-23,L00290,Gwalior Central Police Station,Surat,Open,Cyber Cell,DOC00723,0.94,2025-02-25 06:02:01,2025-08-01 01:35:49
C00479,FIR/2025/4624,Economic,Extortion,2025-09-28,2025-09-06,L00495,Indore Central Police Station,Delhi,Closed,Cyber Cell,DOC02306,0.93,2026-05-31 21:20:45,2026-06-15 10:20:45
C00480,FIR/2024/7387,Cyber,Forgery,2024-08-12,2024-07-29,L01936,Vadodara Central Police Station,Surat,Closed,Cyber Cell,DOC01447,0.93,2026-07-05 17:30:34,2026-07-23 03:30:34
C00481,FIR/2025/3007,Economic,Burglary,2025-04-29,2025-04-15,L02110,Delhi Central Police Station,Jabalpur,Open,Economic Offences Unit,DOC02339,0.8,2025-09-27 20:40:06,2025-12-24 19:48:38
C00482,FIR/2025/3516,Economic,Forgery,2025-02-02,2025-01-17,L00253,Bengaluru Central Police Station,Kota,Open,Cyber Cell,DOC01263,0.82,2025-09-09 02:34:42,2025-09-26 13:34:42
C00483,FIR/2024/5474,Cyber,Extortion,2024-11-13,2024-11-10,L01712,Kota Central Police Station,Dewas,Open,Crime Branch,DOC02354,0.92,2026-07-12 00:25:21,2026-08-03 23:25:21
C00484,FIR/2024/7862,Cyber,Fraud,2024-02-24,2024-02-03,L01589,Ahmedabad Central Police Station,Jabalpur,Closed,Economic Offences Unit,DOC02677,0.83,2026-02-02 23:57:01,2026-02-03 05:57:01
C00485,FIR/2024/4634,Organized Crime,Assault,2024-07-07,2024-06-12,L01001,Vadodara Central Police Station,Surat,Open,Cyber Cell,DOC02639,0.82,2024-12-03 08:34:10,2024-12-29 16:34:10
C00486,FIR/2024/2025,Criminal,Fraud,2024-07-21,2024-07-21,L00701,Lucknow Central Police Station,Dewas,Open,Local Police,DOC01132,0.91,2024-03-07 09:44:06,2025-07-24 14:08:21
C00487,FIR/2024/0557,Organized Crime,Vehicle Theft,2024-11-24,2024-11-01,L01220,Jaipur Central Police Station,Jabalpur,Open,Local Police,DOC01664,0.87,2024-03-11 11:46:46,2025-04-13 00:36:18
C00488,FIR/2024/4783,Organized Crime,Forgery,2024-12-02,2024-11-12,L02012,Bengaluru Central Police Station,Ahmedabad,Pending Trial,Economic Offences Unit,DOC00374,0.92,2025-03-17 05:21:57,2025-06-25 09:57:41
C00489,FIR/2025/7815,Economic,Cybercrime,2025-11-28,2025-11-23,L01810,Jabalpur Central Police Station,Surat,Under Investigation,Crime Branch,DOC00997,0.86,2025-10-29 18:36:58,2025-11-04 00:36:58
C00490,FIR/2025/3464,Criminal,Fraud,2025-05-03,2025-04-22,L00772,Surat Central Police Station,Ujjain,Pending Trial,Economic Offences Unit,DOC00497,0.97,2026-06-25 02:47:14,2026-07-21 17:47:14
C00491,FIR/2024/4012,Economic,Smuggling,2024-12-05,2024-11-27,L01811,Jaipur Central Police Station,Kanpur,Open,Cyber Cell,DOC02702,0.87,2026-03-18 21:59:01,2026-06-12 11:15:27
C00492,FIR/2025/2672,Economic,Assault,2025-10-15,2025-10-15,L02465,Jaipur Central Police Station,Vadodara,Closed,Local Police,DOC02578,0.92,2025-12-09 04:19:54,2026-07-30 16:21:20
C00493,FIR/2024/0050,Organized Crime,Illegal Gambling,2024-10-20,2024-09-23,L00319,Bengaluru Central Police Station,Ujjain,Closed,Economic Offences Unit,DOC02333,0.84,2025-10-23 12:34:02,2025-10-25 03:34:02
C00494,FIR/2024/7919,Cyber,Burglary,2024-11-19,2024-11-02,L00340,Bengaluru Central Police Station,Jaipur,Closed,Crime Branch,DOC02561,0.86,2024-08-12 07:22:56,2025-01-22 17:45:22
C00495,FIR/2024/4274,Criminal,Fraud,2024-08-27,2024-08-17,L01776,Vadodara Central Police Station,Dewas,Closed,Crime Branch,DOC02794,0.84,2025-04-02 18:47:01,2026-07-23 13:34:46
C00496,FIR/2026/0832,Organized Crime,Cybercrime,2026-04-06,2026-03-09,L00280,Ujjain Central Police Station,Gurugram,Under Investigation,Economic Offences Unit,DOC02787,0.88,2024-05-01 17:05:20,2024-05-19 05:05:20
C00497,FIR/2025/3496,Organized Crime,Burglary,2025-05-21,2025-05-03,L02280,Nagpur Central Police Station,Hyderabad,Pending Trial,Local Police,DOC01396,0.98,2026-01-08 02:12:18,2026-01-25 21:12:18
C00498,FIR/2026/4888,Criminal,Smuggling,2026-01-27,2026-01-19,L00707,Gurugram Central Police Station,Mumbai,Pending Trial,Economic Offences Unit,DOC02197,0.84,2024-02-04 16:38:54,2025-09-03 18:46:13
C00499,FIR/2026/8204,Economic,Burglary,2026-06-24,2026-06-09,L01633,Jabalpur Central Police Station,Indore,Closed,Cyber Cell,DOC01494,0.82,2024-03-21 16:25:14,2024-11-07 02:01:53
C00500,FIR/2024/2429,Criminal,Burglary,2024-06-28,2024-05-30,L02058,Hyderabad Central Police Station,Ujjain,Open,Economic Offences Unit,DOC01876,0.83,2024-10-16 19:59:07,2026-03-30 23:27:14
C00501,FIR/2025/1210,Organized Crime,Vehicle Theft,2025-06-25,2025-06-04,L01221,Bengaluru Central Police Station,Ahmedabad,Pending Trial,Economic Offences Unit,DOC02873,0.93,2025-03-31 06:55:52,2025-08-18 10:04:38
C00502,FIR/2025/9912,Organized Crime,Vehicle Theft,2025-02-10,2025-02-08,L00467,Pune Central Police Station,Ahmedabad,Closed,Cyber Cell,DOC01459,0.82,2026-01-25 06:29:47,2026-02-21 07:29:47
C00503,FIR/2024/3733,Cyber,Vehicle Theft,2024-04-24,2024-04-20,L02236,Indore Central Police Station,Bengaluru,Open,Crime Branch,DOC02781,0.83,2025-04-10 21:30:04,2025-05-08 03:30:04
C00504,FIR/2024/2588,Cyber,Fraud,2024-10-30,2024-10-19,L00756,Gwalior Central Police Station,Kota,Closed,Local Police,DOC02758,0.94,2026-02-24 11:49:35,2026-04-05 15:28:55
C00505,FIR/2025/4653,Economic,Burglary,2026-01-07,2025-12-08,L01541,Bhopal Central Police Station,Pune,Pending Trial,Cyber Cell,DOC00699,0.86,2024-12-12 09:28:41,2026-07-27 14:15:19
C00506,FIR/2025/8070,Cyber,Cybercrime,2025-07-05,2025-06-15,L00055,Gurugram Central Police Station,Gwalior,Pending Trial,Economic Offences Unit,DOC01670,0.9,2024-08-09 16:34:20,2026-01-31 11:11:48
C00507,FIR/2025/7344,Organized Crime,Assault,2025-05-01,2025-04-12,L02139,Ujjain Central Police Station,Pune,Closed,Crime Branch,DOC00481,0.95,2024-05-02 06:56:07,2026-04-24 17:44:33
